ctx_name,ctx_fname,q_idx,q_text,q_answer_true,qa_model,qa_answer_pred,tr_model_name_en_to_fr,tr_model_name_fr_to_en,tr_answer_pred_en_to_fr,tr_answer_pred_fr_to_en,spacy_sim,bertscore_precision,bertscore_recall,bertscore_f1,bertscore_hashcode,rouge1,rouge2,rougeL,rougeLsum
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Jonathan Small,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,facebook/m2m100_418M,facebook/m2m100_418M,Jonathan petit,by Jonathan Little,0.5121400034479703,0.7218294143676758,0.7905718088150024,0.7546383142471313,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4,0.0,0.4,0.4
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Jonathan Small,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,facebook/m2m100_418M,facebook/m2m100_418M,Jonathan petit,by Jonathan Little,0.5121400034479703,0.7218294143676758,0.7905718088150024,0.7546383142471313,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4,0.0,0.4,0.4
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Jonathan Small,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,facebook/m2m100_418M,facebook/m2m100_418M,Jonathan petit,by Jonathan Little,0.5121400034479703,0.7218294143676758,0.7905718088150024,0.7546383142471313,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4,0.0,0.4,0.4
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,deepset/roberta-large-squad2,convict,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,condamné,Sentenced,0.6165395784663085,0.5667901039123535,0.5667901039123535,0.5667901039123535,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,deepset/roberta-large-squad2,convict,facebook/m2m100_418M,facebook/m2m100_418M,condamné,condemned,0.4591384943601961,0.5747917890548706,0.49763554334640503,0.5334381461143494,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,deepset/roberta-large-squad2,right leg,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,jambe droite,"right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg, right leg",0.9999999685510376,0.17968247830867767,0.4012089967727661,0.24820546805858612,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.037037037037037035,0.01886792452830189,0.037037037037037035,0.037037037037037035
antagonist,antagonist.0.md,4,Which limb is missing from Jonathan Small's body?,Right leg,deepset/roberta-large-squad2,right leg,facebook/m2m100_418M,facebook/m2m100_418M,La jambe droite,The Right Foot,0.7335466933217062,0.759447455406189,0.8107081055641174,0.7842410206794739,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4,0.0,0.4,0.4
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,deepset/roberta-large-squad2,right leg off,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,jambe droite éteinte,right leg off,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,5,What physical disability does Jonathan Small have?,Right leg off,deepset/roberta-large-squad2,right leg off,facebook/m2m100_418M,facebook/m2m100_418M,La jambe droite,The Right Foot,0.7335466933217062,0.6156798601150513,0.5620855689048767,0.5876633524894714,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,deepset/roberta-large-squad2,worn away upon the inner side,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,usés sur le côté intérieur,worn on the inside side,0.7920655843604467,0.8241846561431885,0.8253970146179199,0.824790358543396,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454
antagonist,antagonist.0.md,6,What is the condition of Jonathan Small's wooden stump?,Worn away,deepset/roberta-large-squad2,worn away upon the inner side,facebook/m2m100_418M,facebook/m2m100_418M,Porter sur le côté intérieur,Getting on the inner side,0.6240849400733904,0.6591798067092896,0.6666259765625,0.6628819704055786,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5454545454545454,0.4444444444444445,0.5454545454545454,0.5454545454545454
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,deepset/roberta-large-squad2,there is a good deal of skin missing from the palm of his hand,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Il manque beaucoup de peau dans la paume de sa main.,He lacks much skin in the palm of his hand.,0.8875429587100728,0.884735107421875,0.8262742757797241,0.8545059561729431,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.3636363636363637,0.5,0.5
antagonist,antagonist.0.md,7,What is the condition of Small's hand?,Missing skin,deepset/roberta-large-squad2,there is a good deal of skin missing from the palm of his hand,facebook/m2m100_418M,facebook/m2m100_418M,Il y a beaucoup de peau manquant de la palme de sa main,There is a lot of skin lacking from the palm of his hand.,0.8982963307786391,0.9291377067565918,0.9258027076721191,0.9274672269821167,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.8148148148148148,0.64,0.8148148148148148,0.8148148148148148
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,deepset/roberta-large-squad2,skin,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,peau,"skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin, skin.",0.9999999686303157,0.13518615067005157,0.3853795528411865,0.20015910267829895,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.015873015873015872,0.0,0.015873015873015872,0.015873015873015872
antagonist,antagonist.0.md,8,What is missing from Jonathan Small's hand?,Skin on palm,deepset/roberta-large-squad2,skin,facebook/m2m100_418M,facebook/m2m100_418M,La peau,The skin,1.0,0.6209838390350342,0.6831671595573425,0.6505929827690125,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,deepset/roberta-large-squad2,black cannibal,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Cannibales noirs,Black cannibals,0.9870996558250138,0.642586350440979,0.7358038425445557,0.6860430836677551,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
crime,crime.0.md,0,What criminal activity took place?,Theft of a treasure,deepset/roberta-large-squad2,black cannibal,facebook/m2m100_418M,facebook/m2m100_418M,Le cannibale noir,The Black Cannibal,1.0,0.7734206318855286,0.8579937815666199,0.8135150074958801,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.8,0.6666666666666666,0.8,0.8
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,deepset/roberta-large-squad2,in Mr. Bartholomew Sholto's chemical laboratory,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,dans le laboratoire chimique de M. Bartholomew Sholto,in the chemical laboratory of Mr Bartholomew Sholto,1.0000000327215188,0.9155999422073364,0.9155999422073364,0.9155999422073364,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.7999999999999999,0.4615384615384615,0.5333333333333333,0.5333333333333333
crime,crime.0.md,1,Where was the treasure found?,Chemical laboratory,deepset/roberta-large-squad2,in Mr. Bartholomew Sholto's chemical laboratory,facebook/m2m100_418M,facebook/m2m100_418M,dans le laboratoire chimique de M. Bartholomew Sholto,The Chemical Laboratory of Mr. Bartholomew Sholto,1.0000000327215188,0.901730477809906,0.9017304182052612,0.901730477809906,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.7142857142857143,0.5,0.42857142857142855,0.42857142857142855
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,deepset/roberta-large-squad2,Pondicherry Lodge,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Loge Pondichéry,Loge Pondicherry,0.2439168801481622,0.7258933782577515,0.7291470766067505,0.7275165915489197,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
crime,crime.0.md,2,Where did the crime take place,Chemical laboratory,deepset/roberta-large-squad2,Pondicherry Lodge,facebook/m2m100_418M,facebook/m2m100_418M,Le Lodge de Pondicherry,The Lodge of Pondicherry,0.9999999852765572,0.7945088148117065,0.8461385369300842,0.8195112347602844,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,deepset/roberta-large-squad2,a long rope wound round his waist,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,une longue corde de blessure autour de sa taille,a long wound rope around its waist,0.95086338734645,0.8825279474258423,0.8825280070304871,0.8825280070304871,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.7142857142857143,0.16666666666666666,0.5714285714285714,0.5714285714285714
crime,crime.0.md,3,How did Tonga access the roof?,Trap-door,deepset/roberta-large-squad2,a long rope wound round his waist,facebook/m2m100_418M,facebook/m2m100_418M,Une longue blessure autour de son ventre,A long wound around his stomach.,0.8105174987030593,0.829974889755249,0.7931326031684875,0.8111356496810913,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6153846153846153,0.1818181818181818,0.6153846153846153,0.6153846153846153
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,deepset/roberta-large-squad2,Bartholomew Sholto,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Bartholomew Sholto,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,4,What hindered Jonathan's access to the treasure?,Wooden leg,deepset/roberta-large-squad2,Bartholomew Sholto,facebook/m2m100_418M,facebook/m2m100_418M,Le Bartholomew Sholto,The Bartholomew Sholto,1.0,0.8884923458099365,0.9239482283592224,0.9058734774589539,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.8,0.6666666666666666,0.8,0.8
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,deepset/roberta-large-squad2,Tonga,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,États-Unis d'Amérique,United States of America,0.09195951605392053,0.4737217426300049,0.44516921043395996,0.4590018689632416,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
crime,crime.0.md,5,Who climbed through the roof for Jonathan Small?,Tonga,deepset/roberta-large-squad2,Tonga,facebook/m2m100_418M,facebook/m2m100_418M,Tonga,Tonga,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,deepset/roberta-large-squad2,Bartholomew Sholto,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Bartholomew Sholto,Bartholomew Sholto,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,6,Who was still in the room when Tonga entered?,Bartholomew Sholto,deepset/roberta-large-squad2,Bartholomew Sholto,facebook/m2m100_418M,facebook/m2m100_418M,Le Bartholomew Sholto,The Bartholomew Sholto,1.0,0.8884923458099365,0.9239482283592224,0.9058734774589539,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.8,0.6666666666666666,0.8,0.8
crime,crime.0.md,7,What did Tonga do to Bartholomew Sholto?,Killed him,deepset/roberta-large-squad2,killing him,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,l'assassiner,Kill him.,0.6437444708600987,0.822228729724884,0.877303957939148,0.8488739132881165,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
crime,crime.0.md,7,What did Tonga do to Bartholomew Sholto?,Killed him,deepset/roberta-large-squad2,killing him,facebook/m2m100_418M,facebook/m2m100_418M,Le tuer,Kill him,0.6437444708600987,0.8991564512252808,0.8991564512252808,0.8991564512252808,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
crime,crime.0.md,8,What symbol did the narrator leave on the table?,Sign of the four,deepset/roberta-large-squad2,the sign of the four,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,le signe des quatre,the sign of the four,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
crime,crime.0.md,8,What symbol did the narrator leave on the table?,Sign of the four,deepset/roberta-large-squad2,the sign of the four,facebook/m2m100_418M,facebook/m2m100_418M,Le signe des quatre,The Sign of the Four,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
evidence,evidence.0.md,0,What kind of mark was found beside the boot-mark?,Circular muddy mark,deepset/roberta-large-squad2,timber-toe,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,orteil de bois,Wood toe,0.9003705347008911,0.707008957862854,0.7014163732528687,0.7042015790939331,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
evidence,evidence.0.md,0,What kind of mark was found beside the boot-mark?,Circular muddy mark,deepset/roberta-large-squad2,timber-toe,facebook/m2m100_418M,facebook/m2m100_418M,Le bois-toe,The wood-toe,0.9003705347008911,0.8405289649963379,0.8405289649963379,0.8405290246009827,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4,0.0,0.4,0.4
evidence,evidence.0.md,1,Who was suspected due to the mark?,Wooden-legged man,deepset/roberta-large-squad2,the wooden-legged man,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,l'homme à pattes de bois,the man with wooden legs,0.9107494354327645,0.814047634601593,0.8422638177871704,0.827915370464325,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666665,0.0,0.4444444444444445,0.4444444444444445
evidence,evidence.0.md,1,Who was suspected due to the mark?,Wooden-legged man,deepset/roberta-large-squad2,the wooden-legged man,facebook/m2m100_418M,facebook/m2m100_418M,L’homme à pied de bois,The Man Walking in Wood,0.8234023118082006,0.7244052290916443,0.720350980758667,0.7223724126815796,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.0,0.4444444444444445,0.4444444444444445
evidence,evidence.0.md,2,What evidence suggests that the perpetrator committed the crime?,the mark of the timber-toe,deepset/roberta-large-squad2,a man has mounted by the window,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,un homme est monté par la fenêtre,a man came up out the window,0.8166387585846083,0.8268754482269287,0.8045130968093872,0.8155409693717957,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5714285714285714,0.3333333333333333,0.5714285714285714,0.5714285714285714
evidence,evidence.0.md,2,What evidence suggests that the perpetrator committed the crime?,the mark of the timber-toe,deepset/roberta-large-squad2,a man has mounted by the window,facebook/m2m100_418M,facebook/m2m100_418M,Un homme est monté par la fenêtre,A man climbed through the window,0.9035370055543007,0.8476966619491577,0.7922126054763794,0.8190160393714905,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6153846153846153,0.3636363636363636,0.6153846153846153,0.6153846153846153
evidence,evidence.0.md,3,Who is suspected to have mounted by the window?,Wooden-legged man,deepset/roberta-large-squad2,wooden-legged man,Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP/opus-mt-fr-en,Homme à pattes de bois,Man with wooden legs,0.9107494354327645,0.6959792971611023,0.696575403213501,0.6962772011756897,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5714285714285715,0.0,0.28571428571428575,0.28571428571428575
