ctx_name,ctx_fname,q_idx,q_text,q_answer_true,qa_model,qa_answer_pred,spacy_sim,bertscore_precision,bertscore_recall,bertscore_f1,bertscore_hashcode,rouge1,rouge2,rougeL,rougeLsum
protagonist,protagonist.0.md,3,What did Holmes take from the morocco case?,Syringe,deepset/roberta-base-squad2,hypodermic syringe,0.938364181772037,0.6908412575721741,0.843697190284729,0.7596561908721924,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
protagonist,protagonist.0.md,3,What did Holmes take from the morocco case?,Syringe,deepset/roberta-large-squad2,hypodermic syringe,0.938364181772037,0.6908412575721741,0.843697190284729,0.7596561908721924,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
protagonist,protagonist.0.md,3,What did Holmes take from the morocco case?,Syringe,deepset/deberta-v3-base-squad2,hypodermic syringe,0.938364181772037,0.6908412575721741,0.843697190284729,0.7596561908721924,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
protagonist,protagonist.0.md,3,What did Holmes take from the morocco case?,Syringe,deepset/deberta-v3-large-squad2,hypodermic syringe,0.938364181772037,0.6908412575721741,0.843697190284729,0.7596561908721924,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
protagonist,protagonist.0.md,3,What did Holmes take from the morocco case?,Syringe,deepset/electra-base-squad2,his hypodermic syringe,0.938364181772037,0.6225039958953857,0.7181421518325806,0.666911780834198,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
protagonist,protagonist.0.md,4,What was noticeable about Holmes' forearm and wrist?,Puncture-marks,distilbert-base-cased-distilled-squad,cocaine,0.055670596167740415,0.533843994140625,0.5703458786010742,0.5514916181564331,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,4,What was noticeable about Holmes' forearm and wrist?,Puncture-marks,distilbert-base-uncased-distilled-squad,puncture-marks,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
protagonist,protagonist.0.md,4,What was noticeable about Holmes' forearm and wrist?,Puncture-marks,deepset/roberta-base-squad2,dotted and scarred with innumerable puncture-marks,0.8586987364487958,0.6137482523918152,0.7859076857566833,0.689240038394928,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445
protagonist,protagonist.0.md,4,What was noticeable about Holmes' forearm and wrist?,Puncture-marks,deepset/roberta-large-squad2,innumerable puncture-marks,0.9593498319928196,0.736612856388092,0.8459222912788391,0.7874923944473267,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.8,0.6666666666666666,0.8,0.8
protagonist,protagonist.0.md,4,What was noticeable about Holmes' forearm and wrist?,Puncture-marks,deepset/deberta-v3-base-squad2,sinewy forearm and wrist all dotted and scarred with innumerable puncture-marks.,0.8122866809643169,0.5631415247917175,0.7527414560317993,0.6442822217941284,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.2857142857142857,0.16666666666666669,0.2857142857142857,0.2857142857142857
protagonist,protagonist.0.md,4,What was noticeable about Holmes' forearm and wrist?,Puncture-marks,deepset/deberta-v3-large-squad2,dotted and scarred with innumerable puncture-marks.,0.8586987364487958,0.6324737668037415,0.7865175604820251,0.7011342644691467,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.4444444444444445,0.2857142857142857,0.4444444444444445,0.4444444444444445
protagonist,protagonist.0.md,4,What was noticeable about Holmes' forearm and wrist?,Puncture-marks,deepset/electra-base-squad2,puncture-marks,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
protagonist,protagonist.0.md,5,Describe Holmes' manner while preparing the injection.,Nonchalant,distilbert-base-cased-distilled-squad,Beaune,0.0,0.3720930814743042,0.38525521755218506,0.37855976819992065,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,5,Describe Holmes' manner while preparing the injection.,Nonchalant,distilbert-base-uncased-distilled-squad,masterly,0.21111524976404802,0.5130576491355896,0.3234347999095917,0.3967536389827728,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,5,Describe Holmes' manner while preparing the injection.,Nonchalant,deepset/roberta-base-squad2,cocaine,0.13025393423064338,0.40654098987579346,0.4060470461845398,0.4062938690185547,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,5,Describe Holmes' manner while preparing the injection.,Nonchalant,deepset/roberta-large-squad2,"With his long, white, nervous fingers he adjusted the delicate needle",0.2710701090945207,0.40705710649490356,0.40927591919898987,0.40816348791122437,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,5,Describe Holmes' manner while preparing the injection.,Nonchalant,deepset/deberta-v3-base-squad2,extreme deliberation,0.21779917831735085,0.5398765206336975,0.3992786109447479,0.4590533673763275,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,5,Describe Holmes' manner while preparing the injection.,Nonchalant,deepset/deberta-v3-large-squad2,extreme deliberation,0.21779917831735085,0.5398765206336975,0.3992786109447479,0.4590533673763275,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,5,Describe Holmes' manner while preparing the injection.,Nonchalant,deepset/electra-base-squad2,masterly manner,0.29421843671699066,0.4987417459487915,0.4557589888572693,0.47628259658813477,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,6,What substance did Holmes use that day?,Cocaine,distilbert-base-cased-distilled-squad,cocaine,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
protagonist,protagonist.0.md,6,What substance did Holmes use that day?,Cocaine,distilbert-base-uncased-distilled-squad,cocaine,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
protagonist,protagonist.0.md,6,What substance did Holmes use that day?,Cocaine,deepset/roberta-base-squad2,morphine or cocaine,0.9048151104014313,0.6796058416366577,0.7383115291595459,0.7077434062957764,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
protagonist,protagonist.0.md,6,What substance did Holmes use that day?,Cocaine,deepset/roberta-large-squad2,cocaine,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
protagonist,protagonist.0.md,6,What substance did Holmes use that day?,Cocaine,deepset/deberta-v3-base-squad2,"cocaine,""",1.0,0.802142858505249,0.909538745880127,0.8524715900421143,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
protagonist,protagonist.0.md,6,What substance did Holmes use that day?,Cocaine,deepset/deberta-v3-large-squad2,"cocaine,""",1.0,0.802142858505249,0.909538745880127,0.8524715900421143,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
protagonist,protagonist.0.md,6,What substance did Holmes use that day?,Cocaine,deepset/electra-base-squad2,morphine or cocaine,0.9048151104014313,0.6796058416366577,0.7383115291595459,0.7077434062957764,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
protagonist,protagonist.0.md,7,What emotion does the narrator feel towards Holmes' habit?,Irritation,distilbert-base-cased-distilled-squad,cocaine,0.12850644183682308,0.5366315841674805,0.5141270160675049,0.5251383185386658,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,7,What emotion does the narrator feel towards Holmes' habit?,Irritation,distilbert-base-uncased-distilled-squad,cocaine,0.12850644183682308,0.5366315841674805,0.5141270160675049,0.5251383185386658,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,7,What emotion does the narrator feel towards Holmes' habit?,Irritation,deepset/roberta-base-squad2,cocaine,0.12850644183682308,0.5366315841674805,0.5141270160675049,0.5251383185386658,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,7,What emotion does the narrator feel towards Holmes' habit?,Irritation,deepset/roberta-large-squad2,irritable,0.7053101909462468,0.8308284878730774,0.8308284878730774,0.8308284878730774,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,7,What emotion does the narrator feel towards Holmes' habit?,Irritation,deepset/deberta-v3-base-squad2,"cocaine,""",0.12850644183682308,0.49763309955596924,0.4766615629196167,0.48692163825035095,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,7,What emotion does the narrator feel towards Holmes' habit?,Irritation,deepset/deberta-v3-large-squad2,exasperation,0.758801817943644,0.9029618501663208,0.9029618501663208,0.9029618501663208,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,7,What emotion does the narrator feel towards Holmes' habit?,Irritation,deepset/electra-base-squad2,"""",0.0,0.4514206051826477,0.28705883026123047,0.35094889998435974,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,8,What made the narrator more irritable over time?,Holmes' habit,distilbert-base-cased-distilled-squad,extreme deliberation,0.24739153747640005,0.5688831806182861,0.5176122784614563,0.5420380234718323,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,8,What made the narrator more irritable over time?,Holmes' habit,distilbert-base-uncased-distilled-squad,from day to day,0.1676126123711238,0.45862865447998047,0.47941678762435913,0.4687923789024353,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,8,What made the narrator more irritable over time?,Holmes' habit,deepset/roberta-base-squad2,extreme deliberation of his manner,0.31481013045502526,0.5107643604278564,0.5797721743583679,0.5430848598480225,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,8,What made the narrator more irritable over time?,Holmes' habit,deepset/roberta-large-squad2,Sherlock Holmes,0.3614692119752116,0.5778283476829529,0.5976350903511047,0.5875648856163025,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.5,0.0,0.5,0.5
protagonist,protagonist.0.md,8,What made the narrator more irritable over time?,Holmes' habit,deepset/deberta-v3-base-squad2,"extreme deliberation of his manner,",0.31481013045502526,0.5369124412536621,0.5452326536178589,0.5410405397415161,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,8,What made the narrator more irritable over time?,Holmes' habit,deepset/deberta-v3-large-squad2,"I had become more irritable at the sight,",0.412709188668778,0.5244554281234741,0.5225899815559387,0.5235210061073303,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
protagonist,protagonist.0.md,8,What made the narrator more irritable over time?,Holmes' habit,deepset/electra-base-squad2,extreme deliberation of his manner,0.31481013045502526,0.5107643604278564,0.5797721743583679,0.5430848598480225,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,distilbert-base-cased-distilled-squad,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,distilbert-base-uncased-distilled-squad,Miss Morstan,-0.005961746669993993,0.4046817421913147,0.3706100583076477,0.3868972361087799,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,deepset/roberta-base-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,deepset/deberta-v3-base-squad2,"Athelney Jones,",0.25907327308965244,0.6605764627456665,0.656333863735199,0.658448338508606,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,deepset/deberta-v3-large-squad2,Jonathan Small.,1.0,0.8710358142852783,0.9365168809890747,0.902590274810791,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,0,Who is the primary antagonist or perpetrator in the story?,Jonathan Small,deepset/electra-base-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,distilbert-base-cased-distilled-squad,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,distilbert-base-uncased-distilled-squad,Miss Morstan,-0.005961746669993993,0.4046817421913147,0.3706100583076477,0.3868972361087799,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),0.0,0.0,0.0,0.0
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,deepset/roberta-base-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,deepset/deberta-v3-base-squad2,Jonathan Small.,1.0,0.8710358142852783,0.9365168809890747,0.902590274810791,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,deepset/deberta-v3-large-squad2,Jonathan Small.,1.0,0.8710358142852783,0.9365168809890747,0.902590274810791,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,1,Who is the perpetrator in the story?,Jonathan Small,deepset/electra-base-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,distilbert-base-cased-distilled-squad,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,distilbert-base-uncased-distilled-squad,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,deepset/roberta-base-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,deepset/roberta-large-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,deepset/deberta-v3-base-squad2,Jonathan Small.,1.0,0.8710358142852783,0.9365168809890747,0.902590274810791,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,deepset/deberta-v3-large-squad2,Jonathan Small.,1.0,0.8710358142852783,0.9365168809890747,0.902590274810791,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,2,Who is the person responsible for the crime?,Jonathan Small,deepset/electra-base-squad2,Jonathan Small,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,1.0,1.0,1.0
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,distilbert-base-cased-distilled-squad,convict,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,distilbert-base-uncased-distilled-squad,convict,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,deepset/roberta-base-squad2,convict,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,deepset/roberta-large-squad2,convict,1.0,1.0,1.0,1.0,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
antagonist,antagonist.0.md,3,What was Jonathan Small's previous legal status?,Convict,deepset/deberta-v3-base-squad2,convict.,1.0,0.8369975090026855,0.9052271246910095,0.8697762489318848,microsoft/deberta-xlarge-mnli_L40_no-idf_version=0.3.12(hug_trans=4.35.0),1.0,0.0,1.0,1.0
